#node	identifier	domain_summary_url	annotation	other_names_and_aliases
HMMR	9606.ENSP00000377492	Hyaluronan mediated motility receptor; Receptor for hyaluronic acid (HA) (By similarity). Involved in cell motility (By similarity). When hyaluronan binds to HMMR, the phosphorylation of a number of proteins, including PTK2/FAK1 occurs. May also be involved in cellular transformation and metastasis formation, and in regulating extracellular-regulated kinase (ERK) activity. May act as a regulator of adipogenisis (By similarity).	https://smart.embl.de/smart/DDvec.cgi?smart=725:Pfam_HMMR_N(15|340)+Pfam_HMMR_C(553|709)+	3161,A8K3G2,AAC32548.1,AAC52049.1,AAI08905.1,AC112205,AF032862,AK290577,AK303616,B4E114,BAF83266.1,BAG64626.1,BC108904,CAB002433,CCDS4362,CCDS4362.1,CCDS4363,CCDS4363.1,CCDS47334,CCDS47334.1,CCDS47335,CCDS47335.1,CD168,CH471062,D3DQK9,D3DQL0,E5RI30,E5RIH2,E9PCS0,EAW61522.1,EAW61523.1,EAW61524.1,EAW61525.1,ENSG00000072571,ENSP00000185942,ENSP00000230699,ENSP00000325610,ENSP00000351554,ENSP00000377492,ENSP00000396528,ENSP00000400527,ENSP00000402673,ENSP00000403379,ENSP00000428406,ENSP00000428481,ENST00000185942,ENST00000230699,ENST00000322713,ENST00000353866,ENST00000353866.7,ENST00000358715,ENST00000358715.3,ENST00000393915,ENST00000393915.8,ENST00000416990,ENST00000426586,ENST00000432118,ENST00000432118.6,ENST00000434157,ENST00000517936,ENST00000517936.1,ENST00000520345,ENST00000520345.5,ENST00000521108,ENST00000521108.5,ENST00000522094,ENST00000522094.5,HGNC:5012,HMMR,HMMR-201,HMMR-202,HMMR-203,HMMR-204,HMMR-205,HMMR-206,HMMR-207,HMMR-208,HMMR_HUMAN,HPA040025,HPA043926,HPA061524,Hyaluronan mediated motility receptor,Hyaluronan-mediated motility receptor,IHABP,Intracellular hyaluronic acid-binding protein,KF458047,NM_001142556,NM_001142556.1,NM_001142556.2,NM_001142557,NM_001142557.1,NM_001142557.2,NM_012484,NM_012484.2,NM_012484.3,NM_012485,NM_012485.2,NM_012485.3,NP_001136028,NP_001136028.1,NP_001136029,NP_001136029.1,NP_036616,NP_036616.2,NP_036617,NP_036617.2,NX_O75330,O75330,OMIM:600936,OTTHUMG00000130381,Q32N02,Q92767,R-HSA-1430728,R-HSA-1630316,R-HSA-1640170,R-HSA-2142845,R-HSA-2160916,R-HSA-453274,R-HSA-69275,R-HSA-69278,R-HSA-71387,R-HSA-8854518,RHAMM,Receptor for hyaluronan-mediated motility,U29343,UPI00001AE5B4,UPI00001AE676,UPI000020C09D,UPI0001881C71,UPI0001E8F6C5,UPI0003F47E18,hsa:3161,hyaluronan mediated motility receptor,hyaluronan-mediated motility receptor,hyaluronan-mediated motility receptor (RHAMM),uc003lzf.5,uc003lzh.5
HSPG2	9606.ENSP00000363827	Basement membrane-specific heparan sulfate proteoglycan core protein; Integral component of basement membranes. Component of the glomerular basement membrane (GBM), responsible for the fixed negative electrostatic membrane charge, and which provides a barrier which is both size- and charge-selective. It serves as an attachment substrate for cells. Plays essential roles in vascularization. Critical for normal heart development and for regulating the vascular response to injury. Also required for avascular cartilage development. The LG3 peptide has anti-angiogenic properties that require [...] 	https://smart.embl.de/smart/DDvec.cgi?smart=4391:SIGNAL(1|21)+SEA(80|194)+LDLa(198|236)+LDLa(284|321)+LDLa(324|361)+LDLa(367|405)+IGc2(419|486)+LamB(590|717)+EGF_Lam(764|811)+EGF_Lam(814|869)+EGF_Lam(871|921)+LamB(985|1112)+Pfam_Laminin_EGF(1116|1156)+EGF_Lam(1159|1206)+EGF_Lam(1209|1263)+EGF_Lam(1275|1322)+LamB(1391|1516)+EGF_like(1516|1560)+EGF_Lam(1563|1610)+EGF_Lam(1613|1668)+IGc2(1689|1753)+IGc2(1784|1847)+IGc2(1878|1940)+IGc2(1968|2032)+IGc2(2063|2124)+IGc2(2164|2225)+IGc2(2257|2318)+IGc2(2353|2414)+IGc2(2449|2510)+IGc2(2546|2607)+IGc2(2642|2703)+IGc2(2739|2800)+IGc2(2839|2900)+IGc2(2937|2998)+IGc2(3034|3098)+IGc2(3125|3192)+IGc2(3224|3285)+IGc2(3311|3372)+IGc2(3412|3473)+IGc2(3501|3562)+IGc2(3587|3648)+LamG(3684|3828)+EGF(3847|3881)+EGF(3887|3922)+LamG(3949|4085)+EGF(4107|4141)+EGF(4146|4176)+LamG(4226|4364)+	3339,3SH4,3SH5,A0A0U1RQT3,A0A2R8YH07,A0A3B3IT11,AAA52699.1,AAA52700.1,AAB21121.2,AL445795,AL590103,AL590556,CAA44373.1,CAB009820,CAB020718,CAC18534.1,CCDS30625,CCDS30625.1,ENSG00000142798,ENSP00000270945,ENSP00000311093,ENSP00000363805,ENSP00000363808,ENSP00000363814,ENSP00000363827,ENSP00000392022,ENSP00000395103,ENSP00000395884,ENSP00000396310,ENSP00000397573,ENSP00000405412,ENSP00000416385,ENSP00000436271,ENSP00000489161,ENSP00000496473,ENSP00000497688,ENST00000270945,ENST00000311538,ENST00000374673,ENST00000374673.4,ENST00000374676,ENST00000374676.4,ENST00000374682,ENST00000374695,ENST00000374695.7,ENST00000412328,ENST00000412328.5,ENST00000426143,ENST00000427897,ENST00000427897.1,ENST00000430507,ENST00000439717,ENST00000439717.2,ENST00000453796,ENST00000453796.1,ENST00000457597,ENST00000469378,ENST00000471322,ENST00000471322.2,ENST00000480900,ENST00000480900.1,ENST00000481644,ENST00000481644.1,ENST00000486901,ENST00000486901.1,ENST00000493940,ENST00000493940.2,ENST00000498495,ENST00000498495.1,ENST00000635682,ENST00000635682.1,ENST00000644714,ENST00000644714.1,Endorepellin,H0Y5A9,H7BYA5,HGNC:5273,HPA018892,HSPG,HSPG2,HSPG2-201,HSPG2-202,HSPG2-203,HSPG2-204,HSPG2-205,HSPG2-206,HSPG2-207,HSPG2-208,HSPG2-209,HSPG2-210,HSPG2-211,HSPG2-212,HSPG2-213,HSPG2-214,HSPG2-215,Heparan sulfate proteoglycan 2,L22078,LG3 peptide,M64283,M85289,NM_001291860,NM_001291860.1,NM_001291860.2,NM_005529,NM_005529.6,NM_005529.7,NP_001278789,NP_001278789.1,NP_005520,NP_005520.4,NX_P98160,OMIM:142461,OTTHUMG00000002674,P98160,PGBM_HUMAN,PLC,PRCAN,Perlecan,Q16287,Q5SZI3,Q9H3V5,R-HSA-1430728,R-HSA-1474228,R-HSA-1474244,R-HSA-162582,R-HSA-1630316,R-HSA-1638091,R-HSA-1643685,R-HSA-1793185,R-HSA-196854,R-HSA-1971475,R-HSA-2022928,R-HSA-2024096,R-HSA-216083,R-HSA-2187338,R-HSA-3000157,R-HSA-3000171,R-HSA-3000178,R-HSA-3560782,R-HSA-3560783,R-HSA-3560801,R-HSA-3656237,R-HSA-3656253,R-HSA-372790,R-HSA-3781865,R-HSA-388396,R-HSA-392499,R-HSA-418594,R-HSA-4420332,R-HSA-6806667,R-HSA-71387,R-HSA-975634,R-HSA-977225,S76436,SJA,SJS,SJS1,UPI0000212778,UPI000059CF78,UPI000719A100,UPI000719A1F0,UPI000D193AFE,UPI000E6E7D50,URS00008C1AC4,URS0000D6D571,URS0000D6E1C1,X62515,XM_011541318,XM_011541318.2,XM_017001120,XM_017001120.1,XM_017001121,XM_017001121.1,XM_017001122,XM_017001122.1,XP_011539620,XP_011539620.1,XP_016856609,XP_016856609.1,XP_016856610,XP_016856610.1,XP_016856611,XP_016856611.1,heparan sulfate proteoglycan 2,hsa:3339,perlecan,perlecan proteoglycan,uc001bfj.4
IBSP	9606.ENSP00000226284	Bone sialoprotein 2; Binds tightly to hydroxyapatite. Appears to form an integral part of the mineralized matrix. Probably important to cell-matrix interaction. Promotes Arg-Gly-Asp-dependent cell attachment.	https://smart.embl.de/smart/DDvec.cgi?smart=317:SIGNAL(1|16)+Pfam_BSP_II(17|314)+	3381,AAA60549.1,AAC37560.1,AAC95490.1,AC093768,BNSP,BSP,BSP II,BSP-II,Bone sialoprotein 2,Bone sialoprotein II,CCDS3624,CCDS3624.1,Cell-binding sialoprotein,ENSG00000029559,ENSP00000226284,ENST00000226284,ENST00000226284.6,HGNC:5341,IBSP,IBSP-201,Integrin binding sialoprotein,Integrin-binding sialoprotein,J05213,L09554,L09555,L09556,L09557,L09558,L24757,L24759,NM_004967,NM_004967.3,NM_004967.4,NP_004958,NP_004958.2,NX_P21815,OMIM:147563,OTTHUMG00000130600,P21815,R-HSA-1474244,R-HSA-216083,R-HSA-3000178,SIAL_HUMAN,SP-II,UPI000013C899,bone sialoprotein,bone sialoprotein II,hsa:3381,integrin binding sialoprotein,uc003hqx.5
ID3	9606.ENSP00000363689	DNA-binding protein inhibitor ID-3; Transcriptional regulator (lacking a basic DNA binding domain) which negatively regulates the basic helix-loop-helix (bHLH) transcription factors by forming heterodimers and inhibiting their DNA binding and transcriptional activity. Implicated in regulating a variety of cellular processes, including cellular growth, senescence, differentiation, apoptosis, angiogenesis, and neoplastic transformation. Involved in myogenesis by inhibiting skeletal muscle and cardiac myocyte differentiation and promoting muscle precursor cells proliferation. Inhibits the [...] 	https://smart.embl.de/smart/DDvec.cgi?smart=119:HLH(32|86)+	1R21,2LFH,3399,A8K1T8,AAH03107.1,AAP35437.1,AK290003,AL021154,BAF82692.1,BC003107,BHLHB25,BT006791,CAA47360.1,CAA48862.1,CAA51827.1,CAB021353,CCDS237,CCDS237.1,CH471134,Class B basic helix-loop-helix protein 25,DNA-binding protein inhibitor ID-3,DNA-binding protein inhibitor ID3,EAW95060.1,ENSG00000117318,ENSP00000235971,ENSP00000363689,ENST00000235971,ENST00000374561,ENST00000374561.5,ENST00000463312,ENST00000463312.1,ENST00000486541,ENST00000486541.1,HEIR-1,HEIR1,HGNC:5362,HPA024677,Helix-loop-helix protein HEIR-1,ID-like protein inhibitor HLH 1R21,ID3,ID3-201,ID3-202,ID3-203,ID3_HUMAN,Inhibitor of DNA binding 3,Inhibitor of DNA binding 3, HLH protein,Inhibitor of differentiation 3,NM_002167,NM_002167.4,NM_002167.5,NP_002158,NP_002158.3,NX_Q02535,O75641,OMIM:600277,OTTHUMG00000003229,Q02535,UPI000016A132,URS00008BA141,X66924,X69111,X73428,bHLHb25,hsa:3399,inhibitor of DNA binding 3, HLH protein,inhibitor of differentiation 3,uc001bhh.5
IGF2BP3	9606.ENSP00000258729	Insulin-like growth factor 2 mRNA-binding protein 3; RNA-binding factor that may recruit target transcripts to cytoplasmic protein-RNA complexes (mRNPs). This transcript 'caging' into mRNPs allows mRNA transport and transient storage. It also modulates the rate and location at which target transcripts encounter the translational apparatus and shields them from endonuclease attacks or microRNA-mediated degradation. Binds to the 3'-UTR of CD44 mRNA and stabilizes it, hence promotes cell adhesion and invadopodia formation in cancer cells. Binds to beta-actin/ACTB and MYC transcripts. Bind [...] 	https://smart.embl.de/smart/DDvec.cgi?smart=579:RRM(3|71)+RRM(82|152)+KH(194|265)+KH(275|348)+KH(404|475)+KH(486|558)+	10643,2E44,6FQ1,6FQR,6GQE,6GX6,A0A4Z5,AAC35208.1,AAD09223.1,AAH65269.1,AC005082,AC021876,AC079780,AF117108,BC065269,BX640800,BX648488,CAE45883.1,CAH56186.1,CCDS5382,CCDS5382.1,CT98,ENSG00000136231,ENSP00000258729,ENSP00000308849,ENSP00000371410,ENSP00000394299,ENSP00000395936,ENSP00000409983,ENSP00000480267,ENST00000258729,ENST00000258729.7,ENST00000307952,ENST00000341855,ENST00000417854,ENST00000421467,ENST00000421467.6,ENST00000435131,ENST00000465058,ENST00000465058.5,ENST00000466809,ENST00000466809.6,ENST00000467592,ENST00000467592.5,ENST00000468005,ENST00000468005.1,ENST00000468263,ENST00000468263.5,ENST00000469723,ENST00000469723.5,ENST00000474105,ENST00000474105.5,ENST00000476938,ENST00000476938.5,ENST00000479504,ENST00000479504.5,ENST00000480547,ENST00000480547.5,ENST00000491719,ENST00000491719.5,ENST00000492771,ENST00000492771.5,ENST00000495009,ENST00000495009.1,ENST00000497563,ENST00000497563.5,ENST00000498363,ENST00000498363.1,ENST00000619562,ENST00000619562.4,F8WD15,HGNC:28868,HPA002037,HPA076951,IF2B3_HUMAN,IGF II mRNA binding protein 3,IGF-II mRNA-binding protein 3,IGF2 mRNA-binding protein 3,IGF2BP3,IGF2BP3-201,IGF2BP3-202,IGF2BP3-203,IGF2BP3-204,IGF2BP3-205,IGF2BP3-206,IGF2BP3-207,IGF2BP3-208,IGF2BP3-209,IGF2BP3-210,IGF2BP3-211,IGF2BP3-212,IGF2BP3-213,IGF2BP3-214,IGF2BP3-215,IGF2BP3-216,IGF2BP3-217,IGF2BP3-218,IMP-3,IMP3,KOC,KOC1,NM_006547,NM_006547.2,NM_006547.3,NP_006538,NP_006538.2,NX_O00425,O00425,OMIM:608259,OTTHUMG00000128445,Q63HM0,Q6MZZ2,Q86VB1,R-HSA-428359,R-HSA-8953854,U76705,U97188,UPI0000117172,UPI00001BDBD4,UPI0001881463,URS00008C25C7,URS00008C28A6,URS00008C3CE7,VICKZ family member 3,VICKZ3,XM_006715639,XM_006715639.2,XM_011515089,XM_011515089.2,XM_011515090,XM_011515090.3,XM_011515091,XM_011515091.2,XM_011515092,XM_011515092.2,XM_011515093,XM_011515093.2,XP_006715702,XP_006715702.1,XP_011513391,XP_011513391.1,XP_011513392,XP_011513392.1,XP_011513393,XP_011513393.1,XP_011513394,XP_011513394.1,XP_011513395,XP_011513395.1,cancer/testis antigen 98,hKOC,hsa:10643,uc003swf.4,uc003swg.4
IGFBP2	9606.ENSP00000233809	Insulin-like growth factor-binding protein 2; Inhibits IGF-mediated growth and developmental rates. IGF- binding proteins prolong the half-life of the IGFs and have been shown to either inhibit or stimulate the growth promoting effects of the IGFs on cell culture. They alter the interaction of IGFs with their cell surface receptors.	https://smart.embl.de/smart/DDvec.cgi?smart=325:SIGNAL(1|36)+IB(40|133)+TY(258|310)+	2H7T,3485,AAA03246.1,AAA36048.1,AAB22308.1,AAH04312.1,AAH09902.1,AAH12769.1,AAH71967.1,AAQ87876.1,AC007563,AC073321,AY398667,BC004312,BC009902,BC012769,BC071967,BP2,C9JMY1,C9JW52,CAA34373.1,CCDS42815,CCDS42815.1,CCDS82570,CCDS82570.1,CHEMBL3088,CR610845,ENSG00000115457,ENSP00000233809,ENSP00000389646,ENSP00000400308,ENSP00000401698,ENST00000233809,ENST00000233809.8,ENST00000434997,ENST00000434997.1,ENST00000436812,ENST00000436812.1,ENST00000456764,ENST00000456764.1,ENST00000490362,ENST00000490362.1,H7C1H0,HGNC:5471,HPA077723,I31.953,IBP-2,IBP2,IBP2_HUMAN,IGF-BP53,IGF-binding protein 2,IGFBP-2,IGFBP2,IGFBP2-201,IGFBP2-202,IGFBP2-203,IGFBP2-204,IGFBP2-205,Insulin like growth factor binding protein 2,Insulin-like growth factor-binding protein 2,M35410,M69237,M69239,M69240,M69241,NM_000597,NM_000597.2,NM_000597.3,NM_001313990,NM_001313990.1,NM_001313990.2,NM_001313992,NM_001313992.1,NM_001313993,NM_001313993.1,NP_000588,NP_000588.2,NP_000588.3,NP_001300919,NP_001300919.1,NP_001300921,NP_001300921.1,NP_001300922,NP_001300922.1,NX_P18065,OMIM:146731,OTTHUMG00000155341,P18065,Q14619,Q9UCL3,R-HSA-381426,R-HSA-392499,S37712,S37722,S37726,S37730,UPI000013C98D,UPI0000209553,UPI000198C760,UPI000198C761,X16302,hsa:3485,insulin like growth factor binding protein 2,insulin-like growth factor binding protein 2,uc061sgd.1
IGFBP3	9606.ENSP00000370473	Insulin-like growth factor-binding protein 3; IGF-binding proteins prolong the half-life of the IGFs and have been shown to either inhibit or stimulate the growth promoting effects of the IGFs on cell culture. They alter the interaction of IGFs with their cell surface receptors. Also exhibits IGF-independent antiproliferative and apoptotic effects mediated by its receptor TMEM219/IGFBP-3R.	https://smart.embl.de/smart/DDvec.cgi?smart=297:SIGNAL(1|27)+IB(38|116)+TY(243|295)+	3486,A4D2F5,A6XND0,A6XND1,AAA52541.1,AAA52706.1,AAH00013.1,AAH18962.1,AAH64987.1,AAS07554.1,ABB96247.1,ABI63364.1,ABI63365.1,AC091524,AK125224,B3KWK7,BAG54169.1,BC000013,BC018962,BC064987,BP-53,C9JMX4,CAA46087.1,CAB010360,CCDS34632,CCDS34632.1,CCDS5505,CCDS5505.1,CH236958,CH471128,CHEMBL3997,D3DVM0,DQ301819,DQ884397,DQ884398,EAL23801.1,EAW61026.1,EAW61028.1,EAW61029.1,ENSG00000146674,ENSP00000275521,ENSP00000370472,ENSP00000370473,ENSP00000370476,ENSP00000389668,ENSP00000390298,ENSP00000392472,ENSP00000393740,ENSP00000399116,ENSP00000404461,ENSP00000439999,ENSP00000477772,ENSP00000480717,ENST00000275521,ENST00000275521.10,ENST00000381082,ENST00000381083,ENST00000381086,ENST00000381086.9,ENST00000417621,ENST00000417621.5,ENST00000428530,ENST00000428530.5,ENST00000433047,ENST00000438491,ENST00000442142,ENST00000448817,ENST00000448817.1,ENST00000460209,ENST00000460209.1,ENST00000460477,ENST00000460477.1,ENST00000465642,ENST00000465642.1,ENST00000545032,ENST00000613132,ENST00000613132.4,ENST00000615754,ENST00000615754.4,H0Y485,H0Y5K2,HGNC:5472,I31.952,IBP-3,IBP3,IBP3_HUMAN,IGF-binding protein 3,IGFBP-3,IGFBP3,IGFBP3-201,IGFBP3-202,IGFBP3-203,IGFBP3-204,IGFBP3-205,IGFBP3-206,IGFBP3-207,IGFBP3-208,IGFBP3-209,IGFBP3-210,IGFBP3-211,Insulin like growth factor binding protein 3,Insulin-like growth factor-binding protein 3,M31159,M35878,NM_000598,NM_000598.4,NM_000598.5,NM_001013398,NM_001013398.1,NM_001013398.2,NP_000589,NP_000589.2,NP_001013416,NP_001013416.1,NX_P17936,OMIM:146732,OTTHUMG00000023769,P17936,Q2V509,Q6P1M6,Q9UCL4,R-HSA-212436,R-HSA-3700989,R-HSA-381426,R-HSA-392499,R-HSA-5633008,R-HSA-597592,R-HSA-6803211,R-HSA-73857,R-HSA-74160,R-HSA-8957275,UPI000013DA64,UPI00004F8E1F,UPI00005A7EFC,UPI00015789C5,UPI00015789C6,UPI000198CE25,UPI000198CE26,UPI000198CE27,URS0000D6D941,X64875,XM_017012152.1,XP_016867641.1,acid stable subunit of the 140 K IGF complex,binding protein 29,binding protein 53,growth hormone-dependent binding protein,hsa:3486,insulin like growth factor binding protein 3,insulin-like growth factor binding protein 3,uc003tnr.4,uc003tns.4
KIF14	9606.ENSP00000356319	Kinesin-like protein KIF14; Microtubule motor protein that binds to microtubules with high affinity through each tubulin heterodimer and has an ATPase activity (By similarity). Plays a role in many processes like cell division, cytokinesis and also in cell proliferation and apoptosis. During cytokinesis, targets to central spindle and midbody through its interaction with PRC1 and CIT respectively. Regulates cell growth through regulation of cell cycle progression and cytokinesis. During cell cycle progression acts through SCF-dependent proteasomal ubiquitin-dependent protein catabolic  [...] 	https://smart.embl.de/smart/DDvec.cgi?smart=1648:KISc(356|709)+FHA(824|876)+	9928,AAH98582.1,AAI13743.1,AL445483,BAA05392.2,BC098582,BC113742,CCDS30963,CCDS30963.1,CH471067,CHEMBL5576,D26361,EAW91316.1,ENSG00000118193,ENSP00000236917,ENSP00000319004,ENSP00000356319,ENSP00000483069,ENST00000236917,ENST00000315943,ENST00000367350,ENST00000367350.4,ENST00000614960,ENST00000614960.4,HGNC:19181,HPA038061,HPA058220,KIAA0042,KIF14,KIF14-201,KIF14-202,KIF14_HUMAN,Kinesin family member 14,Kinesin-like protein KIF14,MCPH20,MKS12,NM_001305792,NM_001305792.1,NM_014875,NM_014875.2,NM_014875.3,NP_001292721,NP_001292721.1,NP_055690,NP_055690.1,NX_Q15058,OMIM:611279,OTTHUMG00000035723,Q14CI8,Q15058,Q4G0A5,Q5T1W3,R-HSA-162582,R-HSA-194315,R-HSA-195258,R-HSA-5625900,UPI000012DDA3,XM_011510231,XM_011510231.2,XM_011510232,XM_011510232.2,XM_011510233,XM_011510233.2,XM_011510235,XM_011510235.2,XM_011510236,XM_011510236.1,XM_017003005,XM_017003005.1,XM_017003006,XM_017003006.1,XM_017003007,XM_017003007.1,XP_011508533,XP_011508533.1,XP_011508534,XP_011508534.1,XP_011508535,XP_011508535.1,XP_011508537,XP_011508537.1,XP_011508538,XP_011508538.1,XP_016858494,XP_016858494.1,XP_016858495,XP_016858495.1,XP_016858496,XP_016858496.1,hsa:9928,kinesin family member 14,uc010ppk.2
KIF20A	9606.ENSP00000378356	Kinesin-like protein KIF20A; Mitotic kinesin required for chromosome passenger complex (CPC)-mediated cytokinesis. Following phosphorylation by PLK1, involved in recruitment of PLK1 to the central spindle. Interacts with guanosine triphosphate (GTP)-bound forms of RAB6A and RAB6B. May act as a motor required for the retrograde RAB6 regulated transport of Golgi membranes and associated vesicles along microtubules. Has a microtubule plus end- directed motility.	https://smart.embl.de/smart/DDvec.cgi?smart=890:KISc(62|515)+	10112,AAC83230.1,AAD37806.1,AAH12999.1,AC106752,AC109442,AF070672,AF153329,AK296879,B4DL79,BAG59441.1,BC012999,CCDS4199,CCDS4199.1,CH471062,CHEMBL2021753,D3DQB6,D6R9E4,D6RBN1,EAW62157.1,EAW62158.1,ENSG00000112984,ENSP00000230902,ENSP00000378356,ENSP00000420880,ENSP00000422928,ENSP00000424056,ENSP00000426704,ENST00000230902,ENST00000394894,ENST00000394894.7,ENST00000502338,ENST00000502338.1,ENST00000503417,ENST00000503417.1,ENST00000504621,ENST00000504621.1,ENST00000508792,ENST00000508792.5,ENST00000511638,ENST00000511638.5,ENST00000513276,ENST00000513276.5,GG10_2,H0YAC9,HGNC:9787,HPA036909,HPA036910,KI20A_HUMAN,KIF20A,KIF20A-201,KIF20A-202,KIF20A-203,KIF20A-204,KIF20A-205,KIF20A-206,KIF20A-207,Kinesin family member 20,Kinesin family member 20A,Kinesin-like protein KIF20A,MKLP2,MKlp2,Mitotic kinesin-like protein 2,NM_005733,NM_005733.2,NM_005733.3,NP_005724,NP_005724.1,NX_O95235,O95235,OMIM:605664,OTTHUMG00000129195,R-HSA-109582,R-HSA-1280218,R-HSA-1640170,R-HSA-168256,R-HSA-199991,R-HSA-2132295,R-HSA-5653656,R-HSA-6811434,R-HSA-6811442,R-HSA-68884,R-HSA-68886,R-HSA-69278,R-HSA-8856688,R-HSA-983189,R-HSA-983231,RAB6 interacting, kinesin-like (rabkinesin6),RAB6KIFL,Rab6-interacting kinesin-like protein,Rabkinesin-6,UPI0000000CCE,UPI00017A73A6,UPI0001D3B7CE,UPI0001D3B7D5,UPI0001D3B7D6,URS0000CD74E8,hsa:10112,kinesin family member 20A,uc003lcj.4
KIF4A	9606.ENSP00000363524	Chromosome-associated kinesin KIF4A; Motor protein that translocates PRC1 to the plus ends of interdigitating spindle microtubules during the metaphase to anaphase transition, an essential step for the formation of an organized central spindle midzone and midbody and for successful cytokinesis. May play a role in mitotic chromosomal positioning and bipolar spindle stabilization.	https://smart.embl.de/smart/DDvec.cgi?smart=1232:KISc(7|344)+CXC(1081|1123)+	24137,AAD05492.2,AAD51855.1,AAF86334.1,AAH49218.1,AAH50548.1,AF071592,AF179308,AF277375,AJ271784,AK313133,AL139398,AL357752,B2R7V5,BAG35952.1,BC049218,BC050548,CAB75427.1,CCDS14401,CCDS14401.1,CH471132,CHEMBL6163,Chromokinesin-A,Chromosome-associated kinesin KIF4A,D3DVU4,EAX05341.1,EAX05342.1,ENSG00000090889,ENSP00000262784,ENSP00000313958,ENSP00000327057,ENSP00000340076,ENSP00000363509,ENSP00000363524,ENSP00000445028,ENST00000262784,ENST00000323121,ENST00000323142,ENST00000342402,ENST00000350399,ENST00000374388,ENST00000374403,ENST00000374403.3,ENST00000485406,ENST00000485406.1,ENST00000544650,FLJ12530,FLJ12655,FLJ14204,FLJ20631,HGNC:13339,HPA034745,HPA034746,HPA061583,HSA271784,KIF4,KIF4-G1,KIF4A,KIF4A-201,KIF4A-202,KIF4A_HUMAN,KIF4G1,Kinesin family member 4,Kinesin family member 4A,MRX100,NM_012310,NM_012310.4,NM_012310.5,NP_036442,NP_036442.3,NX_O95239,O95239,OMIM:300521,OTTHUMG00000021775,Q86TN3,Q86XX7,Q9NNY6,Q9NY24,Q9UMW3,R-HSA-109582,R-HSA-1266738,R-HSA-1280218,R-HSA-168256,R-HSA-199991,R-HSA-2132295,R-HSA-373760,R-HSA-422475,R-HSA-437239,R-HSA-5653656,R-HSA-6811434,R-HSA-6811442,R-HSA-8856688,R-HSA-983189,R-HSA-983231,UPI000013D32A,chromokinesin,hsa:24137,kinesin family member 4A,uc004dyg.4
LFNG	9606.ENSP00000222725	Beta-1,3-N-acetylglucosaminyltransferase lunatic fringe; Glycosyltransferase that initiates the elongation of O-linked fucose residues attached to EGF-like repeats in the extracellular domain of Notch molecules. Modulates NOTCH1 activity by modifying O- fucose residues at specific EGF-like domains resulting in inhibition of NOTCH1 activation by JAG1 and enhancement of NOTCH1 activation by DLL1 via an increase in its binding to DLL1 (By similarity). Decreases the binding of JAG1 to NOTCH2 but not that of DLL1. Essential mediator of somite segmentation and patterning (By similarity).	https://smart.embl.de/smart/DDvec.cgi?smart=379:SIGNAL(1|25)+Pfam_Fringe(108|358)+	2.4.1.222,3955,A0A087X191,AAC51360.1,AAF07187.1,AAH14851.1,AAM93542.1,AC092488,AF193612,AK096284,AY124582,B3KTY6,B5MCR5,BAG53248.1,BC014851,CCDS34586,CCDS34586.1,CCDS34587,CCDS34587.1,CCDS55081,CCDS55081.1,CCDS55082,CCDS55082.1,EC 2.4.1.222,ENSG00000106003,ENSP00000222725,ENSP00000288646,ENSP00000315754,ENSP00000343095,ENSP00000352579,ENSP00000384786,ENSP00000385764,ENSP00000483986,ENST00000222725,ENST00000222725.9,ENST00000288646,ENST00000313092,ENST00000338732,ENST00000338732.7,ENST00000359574,ENST00000359574.7,ENST00000402045,ENST00000402045.5,ENST00000402506,ENST00000402506.5,ENST00000493850,ENST00000493850.1,ENST00000614382,ENST00000614382.1,Fringe,HGNC:6560,HPA069130,LFNG,LFNG-201,LFNG-202,LFNG-203,LFNG-204,LFNG-205,LFNG-206,LFNG-207,LFNG_HUMAN,NM_001040167,NM_001040167.1,NM_001040167.2,NM_001040168,NM_001040168.1,NM_001040168.2,NM_001166355,NM_001166355.1,NM_002304,NM_002304.2,NP_001035257,NP_001035257.1,NP_001035258,NP_001035258.1,NP_001159827,NP_001159827.1,NP_002295,NP_002295.1,NX_Q8NES3,O00589,OMIM:602576,OTTHUMG00000152043,Q8NES3,Q96C39,Q9UJW5,R-HSA-157118,R-HSA-162582,R-HSA-1643685,R-HSA-1912420,R-HSA-1912422,R-HSA-3781865,R-HSA-3906995,R-HSA-5083630,SCDO3,U94354,UPI000002AD38,UPI000002AD39,UPI000012E5D5,UPI000173A1FB,UPI0004E4C812,hsa:3955,lunatic fringe (Drosophila) homolog,lunatic fringe homolog (Drosophila),uc003smf.4
